Train ID,Route,Date and Time,Passenger Count,Number of Coaches,Total Capacity,Seat Occupancy (%),Platform Number,Delay Records (mins),Holiday or Weekend Indicator
TRN-001,Toronto - Montreal,2026-02-11 11:33:01,191,7,420,45.48,5,19,No
TRN-001,London - Paris,2026-02-11 11:51:10,123,6,360,34.17,12,0,No
TRN-011,Tokyo - Osaka,2026-02-11 12:16:52,151,15,900,16.78,7,0,No
TRN-003,Mumbai - Delhi,2026-02-11 12:20:52,137,13,780,17.56,8,0,No
TRN-018,Sydney - Melbourne,2026-02-11 13:26:09,170,13,780,21.79,3,0,No
TRN-009,Chicago - St. Louis,2026-02-11 13:32:47,229,13,780,29.36,3,114,No
TRN-010,London - Paris,2026-02-11 13:37:57,271,11,660,41.06,11,0,No
TRN-015,Mumbai - Delhi,2026-02-11 13:47:17,327,7,420,77.86,11,0,Yes
TRN-002,Tokyo - Osaka,2026-02-11 13:48:54,263,8,480,54.79,10,0,No
TRN-017,Berlin - Munich,2026-02-11 13:57:03,155,13,780,19.87,6,0,No
TRN-008,Toronto - Montreal,2026-02-11 14:20:56,144,8,480,30.0,3,0,No
TRN-006,Toronto - Montreal,2026-02-11 14:30:03,282,15,900,31.33,3,0,No
TRN-018,Toronto - Montreal,2026-02-11 15:25:10,292,13,780,37.44,5,0,No
TRN-015,New York - Washington DC,2026-02-11 15:25:28,233,8,480,48.54,7,0,No
TRN-010,London - Paris,2026-02-11 15:29:11,284,13,780,36.41,10,0,No
TRN-020,Toronto - Montreal,2026-02-11 15:39:54,145,8,480,30.21,1,0,No
TRN-010,London - Paris,2026-02-11 15:52:41,153,11,660,23.18,7,89,No
TRN-012,Los Angeles - San Francisco,2026-02-11 16:10:30,263,9,540,48.7,3,82,No
TRN-009,Berlin - Munich,2026-02-11 16:36:49,238,7,420,56.67,8,0,No
TRN-013,Toronto - Montreal,2026-02-11 17:15:43,477,14,840,56.79,2,75,No
TRN-005,Beijing - Shanghai,2026-02-11 17:54:19,314,10,600,52.33,4,0,No
TRN-019,Beijing - Shanghai,2026-02-11 18:09:49,560,12,720,77.78,7,0,No
TRN-004,London - Paris,2026-02-11 18:20:18,427,13,780,54.74,11,0,No
TRN-007,Berlin - Munich,2026-02-11 18:27:52,391,8,480,81.46,5,0,No
TRN-003,Beijing - Shanghai,2026-02-11 18:40:25,575,8,480,119.79,2,0,No
TRN-015,Sydney - Melbourne,2026-02-11 19:18:11,480,5,300,160.0,11,0,No
TRN-017,Toronto - Montreal,2026-02-11 19:42:10,466,14,840,55.48,7,35,No
TRN-013,London - Paris,2026-02-11 20:23:17,196,7,420,46.67,3,0,No
TRN-019,Tokyo - Osaka,2026-02-11 20:24:11,192,11,660,29.09,1,0,No
TRN-016,Sydney - Melbourne,2026-02-11 20:52:23,208,10,600,34.67,4,0,No
TRN-020,Mumbai - Delhi,2026-02-11 21:07:09,160,15,900,17.78,2,0,No
TRN-003,London - Paris,2026-02-11 21:21:53,164,5,300,54.67,10,0,No
TRN-020,Los Angeles - San Francisco,2026-02-11 21:59:44,435,10,600,72.5,12,0,Yes
TRN-015,Mumbai - Delhi,2026-02-11 22:40:55,192,12,720,26.67,3,0,No
TRN-009,Toronto - Montreal,2026-02-11 22:51:52,347,5,300,115.67,12,0,Yes
TRN-002,Beijing - Shanghai,2026-02-11 22:59:56,213,8,480,44.38,11,0,No
TRN-018,London - Paris,2026-02-11 23:04:46,218,8,480,45.42,12,101,No
TRN-010,New York - Washington DC,2026-02-11 23:13:41,172,15,900,19.11,9,0,No
TRN-013,New York - Washington DC,2026-02-12 00:04:04,182,8,480,37.92,9,0,No
TRN-006,Chicago - St. Louis,2026-02-12 00:06:42,449,13,780,57.56,4,0,Yes
TRN-018,Berlin - Munich,2026-02-12 00:37:18,300,7,420,71.43,3,0,No
TRN-017,Los Angeles - San Francisco,2026-02-12 01:07:56,157,13,780,20.13,1,0,No
TRN-013,Los Angeles - San Francisco,2026-02-12 01:46:21,256,10,600,42.67,7,0,No
TRN-019,Toronto - Montreal,2026-02-12 02:07:26,284,10,600,47.33,7,44,Yes
TRN-009,London - Paris,2026-02-12 02:53:05,212,8,480,44.17,9,0,No
TRN-009,New York - Washington DC,2026-02-12 03:06:45,209,14,840,24.88,7,0,No
TRN-018,New York - Washington DC,2026-02-12 03:29:32,275,5,300,91.67,7,0,No
TRN-002,Berlin - Munich,2026-02-12 03:48:41,188,12,720,26.11,4,0,No
TRN-020,Tokyo - Osaka,2026-02-12 03:57:40,265,12,720,36.81,5,10,No
TRN-011,Mumbai - Delhi,2026-02-12 04:00:52,214,8,480,44.58,10,0,No
TRN-011,Beijing - Shanghai,2026-02-12 04:26:03,225,5,300,75.0,9,0,No
TRN-004,New York - Washington DC,2026-02-12 04:29:12,178,5,300,59.33,6,0,No
TRN-015,Berlin - Munich,2026-02-12 04:40:46,119,5,300,39.67,12,97,No
TRN-006,Chicago - St. Louis,2026-02-12 05:07:53,229,9,540,42.41,10,78,No
TRN-002,Mumbai - Delhi,2026-02-12 05:58:29,133,15,900,14.78,5,0,No
TRN-002,Chicago - St. Louis,2026-02-12 06:01:15,193,15,900,21.44,8,33,No
TRN-003,Tokyo - Osaka,2026-02-12 06:17:40,115,9,540,21.3,11,113,No
TRN-008,Los Angeles - San Francisco,2026-02-12 06:28:17,251,15,900,27.89,8,0,No
TRN-019,Sydney - Melbourne,2026-02-12 06:30:39,260,6,360,72.22,9,0,No
TRN-002,Tokyo - Osaka,2026-02-12 06:36:09,165,10,600,27.5,3,0,No
TRN-006,Toronto - Montreal,2026-02-12 06:39:42,172,8,480,35.83,9,0,No
TRN-004,London - Paris,2026-02-12 07:01:55,286,7,420,68.1,10,0,No
TRN-007,Chicago - St. Louis,2026-02-12 07:20:05,351,9,540,65.0,8,0,No
TRN-005,Berlin - Munich,2026-02-12 08:44:00,395,7,420,94.05,6,0,No
TRN-019,Tokyo - Osaka,2026-02-12 08:54:33,427,7,420,101.67,12,0,No
TRN-018,Beijing - Shanghai,2026-02-12 09:06:44,425,10,600,70.83,8,31,No
TRN-018,Los Angeles - San Francisco,2026-02-12 09:46:47,444,12,720,61.67,8,0,No
TRN-018,London - Paris,2026-02-12 10:55:09,262,8,480,54.58,1,0,No
TRN-006,New York - Washington DC,2026-02-12 11:31:56,277,11,660,41.97,12,0,Yes
TRN-008,Los Angeles - San Francisco,2026-02-12 11:34:16,235,5,300,78.33,12,0,No
TRN-005,Beijing - Shanghai,2026-02-12 12:09:25,134,15,900,14.89,7,0,No
TRN-010,Sydney - Melbourne,2026-02-12 12:10:19,237,9,540,43.89,3,0,No
TRN-013,Sydney - Melbourne,2026-02-12 12:30:59,168,5,300,56.0,10,0,No
TRN-001,Beijing - Shanghai,2026-02-12 12:58:16,101,10,600,16.83,11,0,No
TRN-012,Toronto - Montreal,2026-02-12 13:13:23,263,6,360,73.06,11,0,No
TRN-010,London - Paris,2026-02-12 13:20:07,110,5,300,36.67,9,0,No
TRN-014,Mumbai - Delhi,2026-02-12 13:24:23,224,12,720,31.11,2,0,No
TRN-017,Berlin - Munich,2026-02-12 13:36:24,321,5,300,107.0,10,7,Yes
TRN-019,Tokyo - Osaka,2026-02-12 14:17:42,135,7,420,32.14,9,0,No
TRN-008,Berlin - Munich,2026-02-12 14:21:30,285,10,600,47.5,7,77,No
TRN-015,New York - Washington DC,2026-02-12 14:32:23,103,13,780,13.21,2,0,No
TRN-010,Los Angeles - San Francisco,2026-02-12 14:54:28,243,7,420,57.86,11,0,No
TRN-013,New York - Washington DC,2026-02-12 14:58:25,134,12,720,18.61,11,0,No
TRN-014,Beijing - Shanghai,2026-02-12 15:04:37,252,13,780,32.31,9,0,No
TRN-016,Toronto - Montreal,2026-02-12 16:01:52,185,11,660,28.03,9,0,No
TRN-015,Toronto - Montreal,2026-02-12 16:26:46,165,8,480,34.38,12,0,No
TRN-003,Chicago - St. Louis,2026-02-12 17:17:17,470,12,720,65.28,5,0,No
TRN-004,Sydney - Melbourne,2026-02-12 17:24:01,396,15,900,44.0,3,0,No
TRN-005,New York - Washington DC,2026-02-12 17:46:21,416,7,420,99.05,4,0,No
TRN-020,Mumbai - Delhi,2026-02-12 17:50:09,519,12,720,72.08,11,0,No
TRN-017,London - Paris,2026-02-12 17:50:56,496,8,480,103.33,7,0,No
TRN-017,London - Paris,2026-02-12 18:24:41,413,12,720,57.36,8,0,No
TRN-005,Tokyo - Osaka,2026-02-12 18:26:44,377,13,780,48.33,10,0,No
TRN-004,Toronto - Montreal,2026-02-12 18:37:43,380,14,840,45.24,2,0,No
TRN-013,London - Paris,2026-02-12 19:00:13,392,5,300,130.67,9,0,No
TRN-003,Beijing - Shanghai,2026-02-12 19:30:39,393,6,360,109.17,2,0,No
TRN-016,Berlin - Munich,2026-02-12 19:44:15,487,15,900,54.11,8,0,No
TRN-012,Toronto - Montreal,2026-02-12 19:49:18,454,6,360,126.11,1,0,No
TRN-014,Chicago - St. Louis,2026-02-12 19:52:44,362,8,480,75.42,10,0,No
TRN-004,Berlin - Munich,2026-02-12 20:08:21,204,13,780,26.15,3,0,No
TRN-017,Sydney - Melbourne,2026-02-12 20:09:03,109,6,360,30.28,5,45,No
TRN-015,Chicago - St. Louis,2026-02-12 20:26:47,330,12,720,45.83,5,0,Yes
TRN-001,Toronto - Montreal,2026-02-12 21:04:27,111,9,540,20.56,10,38,No
TRN-004,Sydney - Melbourne,2026-02-12 21:13:51,106,13,780,13.59,2,0,No
TRN-005,Beijing - Shanghai,2026-02-12 21:28:35,120,15,900,13.33,1,0,No
TRN-007,Chicago - St. Louis,2026-02-12 21:30:36,106,5,300,35.33,5,0,No
TRN-012,Los Angeles - San Francisco,2026-02-12 22:09:20,258,6,360,71.67,9,0,No
TRN-012,London - Paris,2026-02-12 22:23:02,169,5,300,56.33,2,30,No
TRN-011,London - Paris,2026-02-12 22:53:23,273,10,600,45.5,7,31,No
TRN-016,Los Angeles - San Francisco,2026-02-12 23:06:14,136,13,780,17.44,10,109,No
TRN-002,Mumbai - Delhi,2026-02-12 23:19:59,224,15,900,24.89,12,0,No
TRN-002,New York - Washington DC,2026-02-13 00:05:27,289,7,420,68.81,8,0,No
TRN-018,Los Angeles - San Francisco,2026-02-13 00:21:45,163,15,900,18.11,2,0,No
TRN-020,Sydney - Melbourne,2026-02-13 00:37:43,286,7,420,68.1,6,63,No
TRN-001,Mumbai - Delhi,2026-02-13 01:28:30,438,9,540,81.11,1,120,Yes
TRN-004,Los Angeles - San Francisco,2026-02-13 01:54:51,169,7,420,40.24,10,0,No
TRN-011,Mumbai - Delhi,2026-02-13 02:06:13,145,13,780,18.59,4,0,No
TRN-017,Chicago - St. Louis,2026-02-13 02:10:51,254,14,840,30.24,11,0,No
TRN-016,Tokyo - Osaka,2026-02-13 02:15:38,188,10,600,31.33,11,0,No
TRN-003,Toronto - Montreal,2026-02-13 02:32:56,100,9,540,18.52,11,0,No
TRN-001,Los Angeles - San Francisco,2026-02-13 02:33:54,175,7,420,41.67,1,0,No
TRN-016,Sydney - Melbourne,2026-02-13 02:50:55,233,5,300,77.67,2,0,No
TRN-007,Sydney - Melbourne,2026-02-13 02:54:32,261,13,780,33.46,4,0,No
TRN-005,Toronto - Montreal,2026-02-13 03:13:16,330,12,720,45.83,11,0,Yes
TRN-003,Berlin - Munich,2026-02-13 03:20:11,113,9,540,20.93,7,0,No
TRN-009,Beijing - Shanghai,2026-02-13 03:59:09,273,7,420,65.0,8,0,No
TRN-014,Toronto - Montreal,2026-02-13 04:23:30,192,5,300,64.0,6,0,No
TRN-010,Sydney - Melbourne,2026-02-13 04:41:30,221,15,900,24.56,7,0,No
TRN-020,Beijing - Shanghai,2026-02-13 04:45:38,121,11,660,18.33,3,0,No
TRN-007,London - Paris,2026-02-13 04:57:08,167,9,540,30.93,7,0,No
TRN-002,Mumbai - Delhi,2026-02-13 05:02:31,297,6,360,82.5,8,0,No
TRN-011,Los Angeles - San Francisco,2026-02-13 05:24:13,239,5,300,79.67,1,0,No
TRN-010,London - Paris,2026-02-13 05:26:08,130,11,660,19.7,9,0,No
TRN-009,New York - Washington DC,2026-02-13 05:27:50,163,12,720,22.64,4,0,No
TRN-017,Sydney - Melbourne,2026-02-13 05:30:00,318,14,840,37.86,12,0,Yes
TRN-004,New York - Washington DC,2026-02-13 05:39:55,214,5,300,71.33,3,0,No
TRN-011,Beijing - Shanghai,2026-02-13 05:45:41,125,7,420,29.76,7,0,No
TRN-013,Chicago - St. Louis,2026-02-13 06:02:15,251,11,660,38.03,10,54,No
TRN-017,Berlin - Munich,2026-02-13 06:15:11,103,5,300,34.33,4,0,No
TRN-003,Tokyo - Osaka,2026-02-13 06:18:40,229,13,780,29.36,9,20,No
TRN-011,Berlin - Munich,2026-02-13 06:30:37,173,9,540,32.04,1,0,No
TRN-010,Chicago - St. Louis,2026-02-13 06:51:22,133,14,840,15.83,8,0,No
TRN-005,Beijing - Shanghai,2026-02-13 07:03:29,477,11,660,72.27,1,0,No
TRN-018,London - Paris,2026-02-13 07:11:05,457,5,300,152.33,4,98,No
TRN-010,New York - Washington DC,2026-02-13 07:47:33,350,10,600,58.33,1,0,No
TRN-009,Toronto - Montreal,2026-02-13 07:59:17,432,13,780,55.38,12,0,No
TRN-007,Mumbai - Delhi,2026-02-13 08:37:28,419,6,360,116.39,7,0,No
TRN-001,Berlin - Munich,2026-02-13 08:51:10,520,9,540,96.3,9,0,No
TRN-007,Chicago - St. Louis,2026-02-13 09:04:50,544,14,840,64.76,9,0,Yes
TRN-019,Beijing - Shanghai,2026-02-13 09:09:47,359,12,720,49.86,2,0,No
TRN-013,London - Paris,2026-02-13 09:15:21,393,5,300,131.0,9,0,No
TRN-009,Tokyo - Osaka,2026-02-13 10:03:22,167,14,840,19.88,4,0,No
TRN-002,Berlin - Munich,2026-02-13 10:16:48,294,14,840,35.0,9,0,No
TRN-001,Berlin - Munich,2026-02-13 10:17:16,192,12,720,26.67,1,0,No
TRN-003,Mumbai - Delhi,2026-02-13 10:20:25,162,14,840,19.29,9,0,No
TRN-011,New York - Washington DC,2026-02-13 10:31:37,273,13,780,35.0,8,19,No
TRN-011,Beijing - Shanghai,2026-02-13 10:44:06,433,9,540,80.19,6,0,Yes
TRN-019,Beijing - Shanghai,2026-02-13 12:09:57,133,11,660,20.15,7,0,No
TRN-017,New York - Washington DC,2026-02-13 12:17:01,247,13,780,31.67,9,0,No
TRN-011,Chicago - St. Louis,2026-02-13 12:44:08,247,7,420,58.81,5,0,No
TRN-001,Sydney - Melbourne,2026-02-13 12:51:23,112,9,540,20.74,7,0,No
TRN-011,Tokyo - Osaka,2026-02-13 12:54:02,247,8,480,51.46,6,18,No
TRN-016,Sydney - Melbourne,2026-02-13 13:31:26,191,8,480,39.79,4,0,No
TRN-013,Mumbai - Delhi,2026-02-13 13:57:46,221,14,840,26.31,10,0,No
TRN-008,London - Paris,2026-02-13 14:13:13,100,13,780,12.82,12,30,No
TRN-001,Los Angeles - San Francisco,2026-02-13 14:13:58,345,12,720,47.92,1,0,Yes
TRN-008,Mumbai - Delhi,2026-02-13 15:01:59,205,13,780,26.28,7,52,No
TRN-016,Los Angeles - San Francisco,2026-02-13 15:05:32,244,9,540,45.19,11,0,No
TRN-017,Toronto - Montreal,2026-02-13 15:37:59,131,11,660,19.85,5,41,No
TRN-018,Toronto - Montreal,2026-02-13 16:03:06,210,5,300,70.0,3,0,No
TRN-020,London - Paris,2026-02-13 17:15:17,545,14,840,64.88,10,0,No
TRN-004,Chicago - St. Louis,2026-02-13 18:04:17,412,7,420,98.1,10,20,No
TRN-014,Toronto - Montreal,2026-02-13 18:15:01,490,15,900,54.44,5,0,No
TRN-004,New York - Washington DC,2026-02-13 18:19:39,320,11,660,48.48,8,0,No
TRN-010,London - Paris,2026-02-13 18:58:07,403,5,300,134.33,6,0,No
TRN-003,Toronto - Montreal,2026-02-13 19:10:17,345,12,720,47.92,6,0,No
TRN-008,New York - Washington DC,2026-02-13 19:37:01,488,5,300,162.67,4,0,No
TRN-018,Tokyo - Osaka,2026-02-13 20:00:26,270,10,600,45.0,3,0,No
TRN-015,Los Angeles - San Francisco,2026-02-13 20:22:07,220,9,540,40.74,10,0,No
TRN-017,Chicago - St. Louis,2026-02-13 20:31:23,276,9,540,51.11,11,16,No
TRN-019,Tokyo - Osaka,2026-02-13 20:39:26,142,8,480,29.58,3,0,No
TRN-001,Chicago - St. Louis,2026-02-13 21:29:52,283,8,480,58.96,10,0,No
TRN-009,Toronto - Montreal,2026-02-13 22:39:11,149,12,720,20.69,12,36,No
TRN-003,Mumbai - Delhi,2026-02-13 22:49:41,100,6,360,27.78,8,0,No
TRN-010,Beijing - Shanghai,2026-02-13 23:15:18,124,8,480,25.83,4,62,No
TRN-007,Toronto - Montreal,2026-02-13 23:28:30,188,12,720,26.11,11,0,No
TRN-013,New York - Washington DC,2026-02-13 23:46:28,189,8,480,39.38,2,0,No
TRN-018,Toronto - Montreal,2026-02-14 00:32:16,469,10,600,78.17,1,0,Yes
TRN-018,Chicago - St. Louis,2026-02-14 00:35:30,320,9,540,59.26,2,0,Yes
TRN-004,Toronto - Montreal,2026-02-14 00:50:00,439,8,480,91.46,4,0,Yes
TRN-003,Tokyo - Osaka,2026-02-14 00:54:42,384,10,600,64.0,9,0,Yes
TRN-008,Mumbai - Delhi,2026-02-14 00:55:47,222,15,900,24.67,4,34,Yes
TRN-008,Toronto - Montreal,2026-02-14 01:34:14,430,8,480,89.58,2,0,Yes
TRN-003,Tokyo - Osaka,2026-02-14 01:36:16,379,5,300,126.33,1,0,Yes
TRN-013,New York - Washington DC,2026-02-14 02:16:03,279,7,420,66.43,6,0,Yes
TRN-007,Sydney - Melbourne,2026-02-14 02:26:15,225,9,540,41.67,7,120,Yes
TRN-009,Mumbai - Delhi,2026-02-14 03:05:20,402,8,480,83.75,6,0,Yes
TRN-016,Toronto - Montreal,2026-02-14 03:16:12,441,5,300,147.0,9,0,Yes
TRN-007,Los Angeles - San Francisco,2026-02-14 03:26:14,331,12,720,45.97,4,0,Yes
TRN-003,Los Angeles - San Francisco,2026-02-14 03:32:10,361,10,600,60.17,5,48,Yes
TRN-008,Sydney - Melbourne,2026-02-14 03:46:07,382,14,840,45.48,6,102,Yes
TRN-001,London - Paris,2026-02-14 03:56:48,256,15,900,28.44,6,0,Yes
TRN-018,Mumbai - Delhi,2026-02-14 04:15:48,486,11,660,73.64,4,0,Yes
TRN-018,Tokyo - Osaka,2026-02-14 04:20:02,281,14,840,33.45,6,0,Yes
TRN-008,Los Angeles - San Francisco,2026-02-14 04:48:44,328,8,480,68.33,11,0,Yes
TRN-015,Chicago - St. Louis,2026-02-14 05:22:39,326,13,780,41.79,2,0,Yes
TRN-009,Chicago - St. Louis,2026-02-14 05:43:58,337,5,300,112.33,3,0,Yes
TRN-008,Los Angeles - San Francisco,2026-02-14 06:05:05,425,10,600,70.83,6,0,Yes
TRN-020,Beijing - Shanghai,2026-02-14 07:47:41,481,14,840,57.26,4,0,Yes
TRN-008,Beijing - Shanghai,2026-02-14 08:01:34,456,7,420,108.57,12,0,Yes
TRN-004,Tokyo - Osaka,2026-02-14 08:03:46,535,5,300,178.33,4,0,Yes
TRN-008,Toronto - Montreal,2026-02-14 08:28:54,691,10,600,115.17,4,0,Yes
TRN-003,Sydney - Melbourne,2026-02-14 08:35:35,490,12,720,68.06,6,0,Yes
TRN-003,Chicago - St. Louis,2026-02-14 09:22:46,464,11,660,70.3,4,0,Yes
TRN-014,London - Paris,2026-02-14 09:25:22,470,14,840,55.95,2,70,Yes
TRN-003,London - Paris,2026-02-14 09:28:49,589,15,900,65.44,5,0,Yes
TRN-012,Sydney - Melbourne,2026-02-14 09:34:38,670,10,600,111.67,7,0,Yes
TRN-016,Toronto - Montreal,2026-02-14 09:45:42,598,5,300,199.33,11,0,Yes
TRN-011,Chicago - St. Louis,2026-02-14 09:59:08,600,12,720,83.33,9,0,Yes
TRN-012,Berlin - Munich,2026-02-14 10:02:05,436,13,780,55.9,10,0,Yes
TRN-013,Berlin - Munich,2026-02-14 10:05:12,243,14,840,28.93,8,77,Yes
TRN-002,London - Paris,2026-02-14 10:20:48,354,10,600,59.0,2,0,Yes
TRN-006,Toronto - Montreal,2026-02-14 10:38:31,377,7,420,89.76,10,0,Yes
TRN-017,Chicago - St. Louis,2026-02-14 10:43:24,353,13,780,45.26,1,37,Yes
TRN-004,Sydney - Melbourne,2026-02-14 10:56:36,405,10,600,67.5,10,0,Yes
TRN-012,Mumbai - Delhi,2026-02-14 10:59:49,424,9,540,78.52,11,0,Yes
TRN-001,Chicago - St. Louis,2026-02-14 11:01:23,474,11,660,71.82,5,0,Yes
TRN-018,New York - Washington DC,2026-02-14 11:20:38,407,15,900,45.22,12,45,Yes
TRN-001,Berlin - Munich,2026-02-14 11:53:30,365,15,900,40.56,2,0,Yes
TRN-018,Los Angeles - San Francisco,2026-02-14 12:04:55,467,15,900,51.89,3,0,Yes
TRN-007,Berlin - Munich,2026-02-14 12:10:23,388,6,360,107.78,7,0,Yes
TRN-020,Berlin - Munich,2026-02-14 12:54:43,371,12,720,51.53,2,0,Yes
TRN-019,Toronto - Montreal,2026-02-14 13:06:25,275,10,600,45.83,6,0,Yes
TRN-012,Tokyo - Osaka,2026-02-14 13:29:57,451,10,600,75.17,7,11,Yes
TRN-003,Mumbai - Delhi,2026-02-14 15:01:25,400,7,420,95.24,10,0,Yes
TRN-011,Beijing - Shanghai,2026-02-14 15:41:15,376,8,480,78.33,7,0,Yes
TRN-016,Tokyo - Osaka,2026-02-14 15:42:30,300,5,300,100.0,8,0,Yes
TRN-015,Beijing - Shanghai,2026-02-14 16:13:06,380,12,720,52.78,11,0,Yes
TRN-017,Beijing - Shanghai,2026-02-14 16:18:14,303,5,300,101.0,7,0,Yes
TRN-002,Mumbai - Delhi,2026-02-14 16:20:24,409,10,600,68.17,10,31,Yes
TRN-002,New York - Washington DC,2026-02-14 17:28:41,686,9,540,127.04,3,51,Yes
TRN-012,Beijing - Shanghai,2026-02-14 18:46:04,560,15,900,62.22,10,0,Yes
TRN-010,Chicago - St. Louis,2026-02-14 18:55:35,575,7,420,136.9,5,0,Yes
TRN-018,New York - Washington DC,2026-02-14 19:33:40,514,6,360,142.78,3,0,Yes
TRN-018,Berlin - Munich,2026-02-14 19:38:00,642,15,900,71.33,8,0,Yes
TRN-012,Los Angeles - San Francisco,2026-02-14 19:48:23,466,5,300,155.33,3,61,Yes
TRN-006,Toronto - Montreal,2026-02-14 20:08:04,247,14,840,29.4,1,0,Yes
TRN-014,Mumbai - Delhi,2026-02-14 20:09:46,338,9,540,62.59,5,0,Yes
TRN-012,Chicago - St. Louis,2026-02-14 20:26:12,379,15,900,42.11,1,37,Yes
TRN-008,Sydney - Melbourne,2026-02-14 20:59:25,269,6,360,74.72,6,0,Yes
TRN-006,Sydney - Melbourne,2026-02-14 21:10:32,306,7,420,72.86,10,0,Yes
TRN-004,New York - Washington DC,2026-02-14 21:32:24,248,5,300,82.67,8,0,Yes
TRN-007,London - Paris,2026-02-14 21:40:37,513,7,420,122.14,11,0,Yes
TRN-011,Beijing - Shanghai,2026-02-14 21:49:02,445,14,840,52.98,7,0,Yes
TRN-007,Berlin - Munich,2026-02-14 22:11:14,391,9,540,72.41,9,0,Yes
TRN-013,Mumbai - Delhi,2026-02-14 22:12:35,489,13,780,62.69,11,0,Yes
TRN-017,Toronto - Montreal,2026-02-14 22:17:56,287,15,900,31.89,1,0,Yes
TRN-005,Los Angeles - San Francisco,2026-02-14 22:45:59,372,15,900,41.33,11,21,Yes
TRN-020,Mumbai - Delhi,2026-02-14 22:57:33,403,14,840,47.98,6,119,Yes
TRN-019,Beijing - Shanghai,2026-02-14 23:27:29,331,7,420,78.81,7,0,Yes
TRN-001,Mumbai - Delhi,2026-02-15 00:23:18,291,9,540,53.89,12,99,Yes
TRN-004,Sydney - Melbourne,2026-02-15 00:26:02,291,11,660,44.09,3,63,Yes
TRN-014,New York - Washington DC,2026-02-15 00:47:37,327,7,420,77.86,4,0,Yes
TRN-003,Sydney - Melbourne,2026-02-15 01:25:05,405,5,300,135.0,6,0,Yes
TRN-015,Chicago - St. Louis,2026-02-15 01:34:21,334,10,600,55.67,11,0,Yes
TRN-010,Toronto - Montreal,2026-02-15 01:38:15,407,13,780,52.18,11,0,Yes
TRN-015,London - Paris,2026-02-15 02:08:17,449,6,360,124.72,8,0,Yes
TRN-001,Los Angeles - San Francisco,2026-02-15 02:56:20,362,7,420,86.19,5,0,Yes
TRN-018,New York - Washington DC,2026-02-15 03:13:58,341,6,360,94.72,11,0,Yes
TRN-010,Mumbai - Delhi,2026-02-15 03:50:23,379,15,900,42.11,5,0,Yes
TRN-015,Tokyo - Osaka,2026-02-15 05:03:43,363,12,720,50.42,6,39,Yes
TRN-020,New York - Washington DC,2026-02-15 05:53:25,245,11,660,37.12,9,0,Yes
TRN-020,New York - Washington DC,2026-02-15 06:41:39,347,5,300,115.67,2,0,Yes
TRN-009,Los Angeles - San Francisco,2026-02-15 06:58:30,361,11,660,54.7,8,84,Yes
TRN-019,Berlin - Munich,2026-02-15 08:26:52,490,12,720,68.06,9,0,Yes
TRN-014,Toronto - Montreal,2026-02-15 08:57:46,547,5,300,182.33,4,0,Yes
TRN-016,Los Angeles - San Francisco,2026-02-15 09:02:52,607,10,600,101.17,7,0,Yes
TRN-013,Sydney - Melbourne,2026-02-15 09:07:27,533,12,720,74.03,6,0,Yes
TRN-019,Beijing - Shanghai,2026-02-15 09:58:48,687,10,600,114.5,6,0,Yes
TRN-016,Beijing - Shanghai,2026-02-15 11:15:29,525,10,600,87.5,12,97,Yes
TRN-003,Sydney - Melbourne,2026-02-15 11:21:21,327,7,420,77.86,4,0,Yes
TRN-010,Toronto - Montreal,2026-02-15 11:46:14,244,12,720,33.89,3,0,Yes
TRN-019,Los Angeles - San Francisco,2026-02-15 12:25:21,462,10,600,77.0,9,0,Yes
TRN-005,Sydney - Melbourne,2026-02-15 13:06:27,329,13,780,42.18,11,45,Yes
TRN-001,Tokyo - Osaka,2026-02-15 13:11:18,499,9,540,92.41,6,0,Yes
TRN-012,Chicago - St. Louis,2026-02-15 13:35:45,435,8,480,90.62,5,22,Yes
TRN-001,Toronto - Montreal,2026-02-15 14:09:39,354,11,660,53.64,1,0,Yes
TRN-008,Berlin - Munich,2026-02-15 14:35:49,359,14,840,42.74,6,0,Yes
TRN-014,London - Paris,2026-02-15 14:41:27,270,6,360,75.0,3,0,Yes
TRN-017,Berlin - Munich,2026-02-15 14:57:14,319,10,600,53.17,10,117,Yes
TRN-004,Chicago - St. Louis,2026-02-15 15:01:49,407,9,540,75.37,10,0,Yes
TRN-009,Chicago - St. Louis,2026-02-15 15:48:14,390,12,720,54.17,12,0,Yes
TRN-007,Chicago - St. Louis,2026-02-15 15:59:56,329,8,480,68.54,10,0,Yes
TRN-003,Beijing - Shanghai,2026-02-15 16:01:10,510,15,900,56.67,5,0,Yes
TRN-014,Toronto - Montreal,2026-02-15 16:23:24,448,15,900,49.78,6,0,Yes
TRN-016,New York - Washington DC,2026-02-15 16:32:33,457,6,360,126.94,10,0,Yes
TRN-019,London - Paris,2026-02-15 17:09:54,584,9,540,108.15,1,0,Yes
TRN-017,Chicago - St. Louis,2026-02-15 17:10:17,552,11,660,83.64,9,0,Yes
TRN-008,Sydney - Melbourne,2026-02-15 17:42:23,593,15,900,65.89,6,0,Yes
TRN-008,New York - Washington DC,2026-02-15 17:48:05,690,14,840,82.14,8,0,Yes
TRN-009,Toronto - Montreal,2026-02-15 18:25:00,532,10,600,88.67,11,0,Yes
TRN-003,New York - Washington DC,2026-02-15 18:30:25,473,13,780,60.64,11,0,Yes
